"asin","date","text","imageUrlList","numberOfHelpful","parentReviewId","rate","reviewId","title","username","verified","keyword","date_raw","year","month","day","year_month","quarter","year_quarter","country"
"B002H09I0Y",2019-01-21,"Whoever produced that Trailer should be fired","",0,NA,1,"R1YUQX4YAQYAJY","Worst Trailer I've ever seen","Ron","False","Game","Reviewed in the United States on January 21, 2019",2019,"January","Monday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-20,"3 stars only for Michael Douglas' acting. If the motive behind what was happening to him was different, it could have been a good movie. So his brother hired the company to set up all those scenarios so in the end, he would become a better person and appreciate life more? If thats all they wanted to accomplish, just put him in a building in a Saw type situation, make sure he stays alive, and he will come out very appreciative he is alive, and they wouldnt have had to plan all those scenarios or hire all those different actors. Makes no sense. Plus if this really happened to someone, do you think they would be smiling and hugging everyone when they found out the truth, or would they be pissed off??","",10,NA,3,"R16PMWHMXWQBNU","This film made no sense???","Christina","True","Game","Reviewed in the United States on January 20, 2019",2019,"January","Sunday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-17,"Not worth sitting here following for over an hour. the ending was stupid.","",5,NA,1,"R1U16YJJJ8HCTY","No thanks","patricia holman","True","Game","Reviewed in the United States on January 17, 2019",2019,"January","Thursday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-16,"Grab some popcorn and let this play. Great story line. Holds up well","",0,NA,5,"RHRHQ31AJG3KQ","Great story line","Jovan O. Rodriguez","True","Game","Reviewed in the United States on January 16, 2019",2019,"January","Wednesday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-15,"This is an easy top 100 movie of all time on my list.","",0,NA,5,"R34W3OK5VTU96K","Incredible","Kevin W. Willis","True","Game","Reviewed in the United States on January 15, 2019",2019,"January","Tuesday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-14,"Kept you wondering what would happen next","",0,NA,5,"R3OZ1G5PFTRNXV","One of the best movies I've ever seen","Amazon Customer","False","Game","Reviewed in the United States on January 14, 2019",2019,"January","Monday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-11,"I LOVE this movie! I have watched many, many movies over the course of my life. This movie is definitely in the top five. Having just watched it again? I can't think of any of the others. That's saying something. :-)","",0,NA,5,"R20JL6EYQXQ066","My favorite movie.","melaine","True","Game","Reviewed in the United States on January 11, 2019",2019,"January","Friday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-11,"An exercise in script manipulation to achieve a preposterous outcome. Michael Douglas offered a very believable performance in a totally unreal situation, but that was not enough to save the film from its internal absurdity.","",2,NA,2,"RCN9YSBMTMGCO","Bull____ Raised to the Nth Degree","Yiannis P","True","Game","Reviewed in the United States on January 11, 2019",2019,"January","Friday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-09,"The movie after the lame beginning got a little more interesting. This high profile banker falls for and gives personal info to someone he knows nothing about? Then after almost getting killed several times, this ending is just ridiculous. Ruining what may have been a decent thriller.","",2,NA,2,"R14FF6PPUFFOFF","Really? Ending and up to it made zero cents.....","john f","True","Game","Reviewed in the United States on January 9, 2019",2019,"January","Wednesday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-08,"Cool!","",0,NA,5,"R2Q4P2CGEVNS7I","Nice movie!","Pittlife","True","Game","Reviewed in the United States on January 8, 2019",2019,"January","Tuesday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-06,"What do you give someone who has everything? In this case it’s a game that has dozens of plot flaws but it was fun to watch, the cast was excellent and it was a total escape from reality. If you don’t question the hole in the plot it movies along quickly and has an excellent ending. If you though The Sting was a stretch it pales in comparison to this one but it was fun and that’s why we’ve watched it several times.","",0,NA,4,"R3CE3KL0BY6E89","It’s a fun movie so don’t look for it to be sensible.","Todd M.","True","Game","Reviewed in the United States on January 6, 2019",2019,"January","Sunday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-05,"Even as a kid I thought this movie was cutting edge good.","",0,NA,5,"R3B0HPQS4FOQTM","Just get me a card <U+0001F601>","mickie","True","Game","Reviewed in the United States on January 5, 2019",2019,"January","Saturday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-03,"This has aged well.","",0,NA,5,"R1N5PKEKYKOWK3","A true 90s gem","Clint E Dunham","True","Game","Reviewed in the United States on January 3, 2019",2019,"January","Thursday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-03,"Great price","",0,NA,5,"R3BVGNNSOU28WO","Ordering online is cheaper!","lorichia8","True","Game","Reviewed in the United States on January 3, 2019",2019,"January","Thursday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-02,"This is an AMAZING movie. They don't make them like this anymore!","",0,NA,5,"R3VTHD4IH20WDX","HANDS DOWN ONE OF THE BEST MOVIES I'VE SEEN","Now you see me","True","Game","Reviewed in the United States on January 2, 2019",2019,"January","Wednesday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-01,"It may deserve only one star, but it was entertaining, so throw it one more. The premise is ridiculous in several ways and the actual 'stunts' are ridiculous in dozens of ways. It is just a tiny step above the 'and then she woke up and found it was all a dream' level.","",0,NA,2,"RTJEVDU1SXI64","Ridiculous","LittleGreyDog","True","Game","Reviewed in the United States on January 1, 2019",2019,"January","Tuesday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2019-01-01,"Okay, I usually guess the ending or see the foreshadowing but MAN...OKAY I think that was the best movie i've seen even though it's 2018 haha","",0,NA,5,"ROOVDYBYJL7FK","WHOA","C.S.","True","Game","Reviewed in the United States on January 1, 2019",2019,"January","Tuesday","2019/01","Q1",2019 Q1,"the United States"
"B002H09I0Y",2018-12-31,"The movie will keep you upset throughout. The wrong decisions are always made. There is no way in the world,you would know, a man will get out of his car , and decide to get into a particular cab, where the cab driver happens to either be a stunt man or have a death wish. how would you know ,you will not drown someone,when you cause the car they are in,to fall into the water,expecially when you are in the back seat. Absolutely ridiculous but very entertaining. And anyone else in the world would kill their brother ,or punch him ,at the very least.","",0,NA,5,"R1CTAZ04LKY61N","A great movie but most of this would never happen","errin spelling","True","Game","Reviewed in the United States on December 31, 2018",2018,"December","Monday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-30,"“They just don’t make movies like this any more” is what she said while we were watching this flick.","",0,NA,5,"R41W0LQHBYUQ2","Twists around every turn!","Tyler Pfaffenbach","True","Game","Reviewed in the United States on December 30, 2018",2018,"December","Sunday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-30,"Clever ending for sure. I can guess MOST movies but this caught me off guard. FiNALLY","",0,NA,5,"R3JDZZHWNLSWJX","Great ending","Amazon Customer","True","Game","Reviewed in the United States on December 30, 2018",2018,"December","Sunday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-28,"decent thriller - well worth a viewing","",0,NA,4,"R1Y7JEEKOY83GX","decent thriller","J. pal","True","Game","Reviewed in the United States on December 28, 2018",2018,"December","Friday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-27,"Good movie. Kept me guessing until the end.","",0,NA,5,"R8R0SGVOX0GLC","Good stuff","Morbid Corpse","True","Game","Reviewed in the United States on December 27, 2018",2018,"December","Thursday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-26,"good","",0,NA,5,"R39WOMUSWA9NTK","Dope","Frankie DeChee","True","Game","Reviewed in the United States on December 26, 2018",2018,"December","Wednesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-25,"Phenomenal plot twist, breathtaking movie.","",0,NA,5,"R349ICYUVS4UUB","Phenomenal plot twist, breathtaking movie.","Chik Wai Ng","True","Game","Reviewed in the United States on December 25, 2018",2018,"December","Tuesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-25,"one of my top 10 of all time....","",0,NA,5,"RTEHJHFDS47XJ","awesome movie....","MrMustangMan","False","Game","Reviewed in the United States on December 25, 2018",2018,"December","Tuesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-25,"Great movie, great plot, great actors. The end was kinda cheesy but wow the whole production was fantastic.","",0,NA,5,"RYBYQOZE7O75D","Intense","Eric","False","Game","Reviewed in the United States on December 25, 2018",2018,"December","Tuesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-25,"Loved it! That is all.","",0,NA,5,"R14M3I3PQ5ACKZ","Dope","dre","True","Game","Reviewed in the United States on December 25, 2018",2018,"December","Tuesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-25,"just watch it...its greatness.","",0,NA,5,"R1RJ34OZ5YQNT9","Pure Greatness","scott gust","True","Game","Reviewed in the United States on December 25, 2018",2018,"December","Tuesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-23,"I paid extra for the blu-ray hoping it would offer bonus material,but it is just the movie. No extras.","",0,NA,5,"R23MT16C385HNQ","Great movie. Blu-ray doesn't offer any extras.","Jasper","True","Game","Reviewed in the United States on December 23, 2018",2018,"December","Sunday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-23,"It isn't 16:9 but I do appreciate the 5.1 surround sound. I was careful to not learn too much about this one before watching. This is a very unusual story. I promise you will not be disappointed if you watch this. I will say that there seems to be a standard rule: the best part is the last half hour; the first hour and a half gets you ready.","",0,NA,4,"R1Q4MEW7OE58I9","Please enjoy this adventure","Bruce Winning","True","Game","Reviewed in the United States on December 23, 2018",2018,"December","Sunday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-23,"would have been better if they saved some information for the ending...very boring","",0,NA,2,"R2L67RNMNOHICM","You know what's happening at the very beginning","Ann Witt","True","Game","Reviewed in the United States on December 23, 2018",2018,"December","Sunday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-22,"so many subtle details and layers to this movie","",0,NA,5,"R1JHERKCPDCJIP","gets better every time you watch","LtdSpd","True","Game","Reviewed in the United States on December 22, 2018",2018,"December","Saturday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-22,"This movie got me it to psychological thrillers. It's not the best but it is definitely a gem.","",0,NA,5,"R2FRZVD3NF07TF","10/10 would gasp again","Michael","False","Game","Reviewed in the United States on December 22, 2018",2018,"December","Saturday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-21,"This move will show you the way life really works. Your life IS your ""birth"" day present! Everybody's in on it. The main thing I got out of it was, the though things you have to go through make you a better person (if you learn from them), and that's something to be thankful for (unless you're incredibly stupid).","",0,NA,5,"R1AWF5LW5Z0E5C","The Perfect Analogy for Life","Mike Gish","True","Game","Reviewed in the United States on December 21, 2018",2018,"December","Friday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-21,"the plot was ingenuous. the acting was superb. I enjoyed it very much.","",0,NA,5,"R38OV4U1OKOB2O","fantastic movie","positive girl","True","Game","Reviewed in the United States on December 21, 2018",2018,"December","Friday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-20,"A never-ending sequence of twists in the plot kept me on edge until the very end. Not something that is easy to find these days!","",0,NA,5,"R1ANXKJVJLM4B1","One of the most interesting thrillers I have watched in a good while","JayDee the Kayaker","True","Game","Reviewed in the United States on December 20, 2018",2018,"December","Thursday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-20,"Liked that it was a slow start then the movie didn't stop.","",0,NA,5,"RISNISVAKPIA9","It will keep you guessing","Amazon Customer","True","Game","Reviewed in the United States on December 20, 2018",2018,"December","Thursday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-18,"AMAZING MOVIE","",0,NA,5,"R2WFSDP0TLDR4K","GREAT","Bd","True","Game","Reviewed in the United States on December 18, 2018",2018,"December","Tuesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-18,"This movie is captivating from start to finish. It has the greatest culminating final scene as well. 10/10 recommended.","",0,NA,5,"R1M10KJSR16AOA","Favorite Thriller of All Time","MISTER CHRISTER","False","Game","Reviewed in the United States on December 18, 2018",2018,"December","Tuesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-16,"The worst movie I've ever seen. Do not waste your time.","",3,NA,1,"R18IX82O09XC7H","Was a waste of my time","Jessica Lawrence","True","Game","Reviewed in the United States on December 16, 2018",2018,"December","Sunday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-15,"Excellent!","",0,NA,5,"RSKHUCKAZEQHX","Excellent!","Mike","True","Game","Reviewed in the United States on December 15, 2018",2018,"December","Saturday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-10,"The happy ending is an added bonus for this thriller.","",0,NA,5,"R3RNPC1APPVE1G","Captivating thriller with unexpected plot twists","Kannan","True","Game","Reviewed in the United States on December 10, 2018",2018,"December","Monday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-09,"Classic","",0,NA,5,"R1F17OGPP73R4N","Classic","Rick","True","Game","Reviewed in the United States on December 9, 2018",2018,"December","Sunday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-08,"An exciting story","",0,NA,5,"R1D0ZLSYSWLXLA","excellent","lovebooks","True","Game","Reviewed in the United States on December 8, 2018",2018,"December","Saturday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-04,"One of the worst movies that I have ever seen. How does this kind of garbage get produced?","",8,NA,1,"R3L7ZBEDHSL4Q8","GARBAGE!","IJ","True","Game","Reviewed in the United States on December 4, 2018",2018,"December","Tuesday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-03,"A damn fine thriller, excellently acted and expertly directed. The fact that this isn't my favorite Fincher film, is less a detriment to this film, but more of an acknowledgment of how magnificent his body of work truly is.","",0,NA,5,"R1YY3QBKIJV6GU","Middle-tier Fincher is still damn fine","MoviemanKev","False","Game","Reviewed in the United States on December 3, 2018",2018,"December","Monday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-12-03,"This movie is one of the best movies ever.","",0,NA,5,"R3K9SZLWD5YD0B","Amazing and suspenseful movie","Marty Addison","True","Game","Reviewed in the United States on December 3, 2018",2018,"December","Monday","2018/12","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-11-30,"How does one define real? If real is people you interact with everyday, strangers you bump into on the street, then you will come to find that you are sorely mistaken. A superb movie, well crafted from beginning to end, ""The Game"" will have you wondering who is playing, and who is everyone else. Michael Douglas, perfectly cast as a wealthy, stuffed shirt, who does not believe in fun, or perhaps not even a good day, decides to play. A well rounded, with a bit of twisted humor, I consider this film to be a great psychological thriller. Are you ready to play?","",0,NA,5,"R38QHJ52SZPM1K","What Is Real?","Mr. Bone","False","Game","Reviewed in the United States on November 30, 2018",2018,"November","Friday","2018/11","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-11-14,"good movie","",0,NA,5,"R32UZW5DGVS2TP","Five Stars","Crystal rosie","True","Game","Reviewed in the United States on November 14, 2018",2018,"November","Wednesday","2018/11","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-11-09,"I first watched this movie years ago and it was very good. Watched it again recently, almost twenty years later and it is still as engaging and suspenseful as it was before. Not every movie ages well, but this one has. Great performances from Michael Douglas and the rest of the cast, well shot, solid premise. Even though I knew the end, I was still drawn in.","",0,NA,5,"RZ0F41Y0EVSZG","Decades later, this is still a great movie.","No ID","True","Game","Reviewed in the United States on November 9, 2018",2018,"November","Friday","2018/11","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-11-08,"Streamed well and a good show!","",0,NA,5,"R24EB96ZV9VZTU","Good show.","SEAN KRAFT","False","Game","Reviewed in the United States on November 8, 2018",2018,"November","Thursday","2018/11","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-11-03,"Good plot.","",0,NA,4,"R215ZJZEXTA3IK","Once is enough.","Sue","True","Game","Reviewed in the United States on November 3, 2018",2018,"November","Saturday","2018/11","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-10-29,"One of my favs from M. Douglas.","",0,NA,5,"R13STZDGW4G6Q2","A must see...","Dave","True","Game","Reviewed in the United States on October 29, 2018",2018,"October","Monday","2018/10","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-10-16,"Very good movie. Me and my gf liked it today and i liked it also 20 yrs ago","",0,NA,5,"R1MI6Y9K677ETD","Great","Idan Zur","True","Game","Reviewed in the United States on October 16, 2018",2018,"October","Tuesday","2018/10","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-10-11,"When I taught high school English, I'd give students a story idea and let them go from there. The idea for one of these was this. ""An old man sat in a room. He was the last man on earth. There was a knock on the door."" I cautioned students NOT to end their compositions with, ""And then he woke up. It was all a dream."" That, I told them, would be an automatic ""D."" So here we are with, ""The Game"" in which all sorts of crazy things happen to the main character. Anything that could happen to him, did, no matter how fantastic. Since the people who controlled the Game had immense power and reach, the writers had carte blanche in creating plot points. And then . . . well, I can't say any more. In fact I've probably already said too much. I will add that in this story, the writer(s) evidently were told that anything goes. The result is so contrived that the last ten minutes dropped my rating from a possible 4 stars to 2 stars. Anyone who attempts to explain away the many glaring impossibilities in the tale (IMHO) needs to set their sights on movies with better writing.","",2,NA,2,"R8UA50X96BAT1","It was all a game","Michael W. Carter","False","Game","Reviewed in the United States on October 11, 2018",2018,"October","Thursday","2018/10","Q4",2018 Q4,"the United States"
"B002H09I0Y",2018-09-15,"SPOILER ALERT! One of the things this film explores is just how far one must go, and just which buttons to push, to break another person’s will to live. Fascinating stuff.","",0,NA,4,"R2O2YYSRQTZIAQ","SPOILER ALERT!","Public Name","False","Game","Reviewed in the United States on September 15, 2018",2018,"September","Saturday","2018/09","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-09-08,"OH MY GOODNESS, a real interesting movie","",0,NA,5,"R39EG1ZA3VTN9K","Great family entertainment","JuanitaClifton","True","Game","Reviewed in the United States on September 8, 2018",2018,"September","Saturday","2018/09","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-08-20,"Just a bunch of silly, impossible scenes thrown together.","",0,NA,2,"R3J6IOGOB1LQZ1","Boring!","Rachel Barrington","False","Game","Reviewed in the United States on August 20, 2018",2018,"August","Monday","2018/08","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-08-17,"You never knew when a new game would begin until you watched TV, sat in a cocktail lounge; a Clown in your house with a note or special key. And the games got grimmer and harder to handle. No one was told when the game would end. Fluffy","",0,NA,5,"R2KCSQ4KB8DEDH","""The Game"" with Michael Douglas- Surreal, tense, original...","Gladys","True","Game","Reviewed in the United States on August 17, 2018",2018,"August","Friday","2018/08","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-08-17,"Big name actors couldn't carry this story line and can't say I liked this one. Many parts of this movie were simply not believable. Wouldn't buy again.","",0,NA,2,"RRZ3TNHEXQT0B","Weird Movie","B W Parker","True","Game","Reviewed in the United States on August 17, 2018",2018,"August","Friday","2018/08","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-08-16,"Very captivating, big twist away the end.","",0,NA,5,"R3O4NETXHEGMX5","Unexpected Ending Twist","Frisbee10","True","Game","Reviewed in the United States on August 16, 2018",2018,"August","Thursday","2018/08","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-08-13,"Great movie. Watched over and over","",0,NA,5,"R2QTFYK0A7SVB9","Great movie","ted","True","Game","Reviewed in the United States on August 13, 2018",2018,"August","Monday","2018/08","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-08-02,"This was very suspenseful!","",0,NA,5,"R1GRO0DELSP7RI","Five Stars","Cheryl Pimental","True","Game","Reviewed in the United States on August 2, 2018",2018,"August","Thursday","2018/08","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-07-28,"I’d watch again","",0,NA,5,"R1NVO7FM9CW38I","Fantastic","Berddog2004","True","Game","Reviewed in the United States on July 28, 2018",2018,"July","Saturday","2018/07","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-07-26,"We saw this movie when it came out in 1997, and hankered to watch it again. It stands up. Great storytelling, fine acting by Douglas, Penn, et al, a tight script, plot twists, and a surprise ending make this movie shine.","",0,NA,5,"R2R7NPPQGKGIET","STILL a good movie","A. Reed","True","Game","Reviewed in the United States on July 26, 2018",2018,"July","Thursday","2018/07","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-07-18,"Excellent.","",0,NA,5,"RFFZ9EN406WPC","Excellent.","W. B. Betts","True","Game","Reviewed in the United States on July 18, 2018",2018,"July","Wednesday","2018/07","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-07-10,"Scary.","",0,NA,4,"RZUAC241JDSD6","Four Stars","Pixie","True","Game","Reviewed in the United States on July 10, 2018",2018,"July","Tuesday","2018/07","Q3",2018 Q3,"the United States"
"B002H09I0Y",2018-06-28,"Great quality","",0,NA,5,"RYYA7JYZYNP0O","Five Stars","Ron Powers","True","Game","Reviewed in the United States on June 28, 2018",2018,"June","Thursday","2018/06","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-06-17,"The movie was pretty good but AMAZON SERVICES decided to charge my account and not honor there 24 hour policy to finish watching the movie...so screw them !!!!!","",2,NA,1,"R3255I01OIHI1M","The movie was pretty good but AMAZON SERVICES decided to charge my account ...","Marty Farrell","True","Game","Reviewed in the United States on June 17, 2018",2018,"June","Sunday","2018/06","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-06-04,"It was a great movie and it was hard to predict the ending, just the kind on movies I like.","",0,NA,5,"R2TMN5RNUMRP7","It was a great movie and it was hard to predict the ending","Amazon Customer","True","Game","Reviewed in the United States on June 4, 2018",2018,"June","Monday","2018/06","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-05-26,"Great psychological thriller with fantastic surprise ending.","",0,NA,5,"ROA7KVH1HFLLI","Great psychological thriller with fantastic surprise ending.","The Mailman","True","Game","Reviewed in the United States on May 26, 2018",2018,"May","Saturday","2018/05","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-05-15,"Great","",0,NA,5,"R3RDGU6WXK3B9S","Five Stars","Nissa Irvin","True","Game","Reviewed in the United States on May 15, 2018",2018,"May","Tuesday","2018/05","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-05-15,"The acting was Great, the story had just the right amount of twists and turns but the ending was HORRIBLE! I do NOT understand why he was Thankful! It just plain Ruined it for me and I feel like I wasted 2 hours of my time. So disappointing because the story is just what I like, but I do not remember being so turned off by an ending before. I sat there wondering if I missed something? Did I just not get the point? Urgh!","",0,NA,2,"R2MVELJ0B92W6L","HORRIBLE Ending","Happy Amazon Customer","False","Game","Reviewed in the United States on May 15, 2018",2018,"May","Tuesday","2018/05","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-23,"Excellent movie in excellent condition","",0,NA,5,"R3TBU7Q746B909","Five Stars","Scottie","True","Game","Reviewed in the United States on April 23, 2018",2018,"April","Monday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-22,"Great movie, suspenseful with plenty of twist. Clever ending.","",0,NA,4,"R67Q5T2KYKHCU","Four Stars","Charles Patterson","True","Game","Reviewed in the United States on April 22, 2018",2018,"April","Sunday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-21,"Great movie! Never knew what to expect!","",0,NA,5,"R2V5YSL6A35DQU","Five Stars","SLYANDRON","True","Game","Reviewed in the United States on April 21, 2018",2018,"April","Saturday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-19,"OK...the actors did a great job and it was directed well....but I cant get around the fact that no one would believe that this could actually happen. It would be about the same as believing that the tooth fairy was trying to kill you.","",0,NA,3,"R1ORI2W0S4ZRWX","not believable","jadams","False","Game","Reviewed in the United States on April 19, 2018",2018,"April","Thursday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-19,"WOW! What a wakeup","",0,NA,5,"RTA9FABV8KRCC","Five Stars","richard dancer","True","Game","Reviewed in the United States on April 19, 2018",2018,"April","Thursday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-17,"I thought the movie was slow and too unrealistic to be remotely believable. Deborah Unger and Sean Penn were good in it. Michael Douglas was okay but tends to play the same type of character movie to movie.","",0,NA,3,"R2TBGTYMY1BSCK","Slow and not believable.","MidwestGuyUSA","False","Game","Reviewed in the United States on April 17, 2018",2018,"April","Tuesday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-13,"The Game or reality... filled with plot twists and turns, this film takes you on a psychological roller coaster ride from the opening scenes to the final credit roll.","",0,NA,4,"R2TI5ZSMPNB1UF","UNpredictable.","Cataleya","True","Game","Reviewed in the United States on April 13, 2018",2018,"April","Friday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-11,"Best movie of all time","",0,NA,5,"R3UIJMAJV5GU4W","Five Stars","Zarina Hunt","True","Game","Reviewed in the United States on April 11, 2018",2018,"April","Wednesday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-10,"You'll be riveted throughout even though it's from the 90's.","",0,NA,5,"R3D2N2DY1HH3NH","Best movie of all time!","Everyman","True","Game","Reviewed in the United States on April 10, 2018",2018,"April","Tuesday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-06,"This is one of my favorite movies! You have to watch it to the end and it will really cause you to think about what is important in life.","",0,NA,5,"RXK9LTITI47FP","Excellent Movie that will give you pause to think","Darren","True","Game","Reviewed in the United States on April 6, 2018",2018,"April","Friday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-04,"Great movie. Good quality and fast delivery!","",0,NA,5,"R1ZL4VZFB3JGIV","Great movie. Good quality and fast delivery","K. G","True","Game","Reviewed in the United States on April 4, 2018",2018,"April","Wednesday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-04-03,"Good movie! Will definitely watch it again! Won't say anymore. Don't want to give anything away.","",0,NA,4,"RQ4QBIB1AQU7F","Very Good Movie!","Mrs Z","True","Game","Reviewed in the United States on April 3, 2018",2018,"April","Tuesday","2018/04","Q2",2018 Q2,"the United States"
"B002H09I0Y",2018-03-30,"A classic in every sense.","",0,NA,5,"R3FSHWM9YUN0W5","An amazing movie with a surprise ending!","Alex C. Cullison","True","Game","Reviewed in the United States on March 30, 2018",2018,"March","Friday","2018/03","Q1",2018 Q1,"the United States"
"B002H09I0Y",2018-03-27,"Very good story","",0,NA,4,"R2HICGHKQQ03J1","Worth the watch","Gregory O'Shea","True","Game","Reviewed in the United States on March 27, 2018",2018,"March","Tuesday","2018/03","Q1",2018 Q1,"the United States"
"B002H09I0Y",2018-03-25,"Great film! Basically a metaphorical account of the Deep State in the US.","",0,NA,5,"R1XWG5QFA056OC","Too close to reality for comfort","Tecumseh Sherman","True","Game","Reviewed in the United States on March 25, 2018",2018,"March","Sunday","2018/03","Q1",2018 Q1,"the United States"
"B002H09I0Y",2018-03-15,"Love this movie!!!","",0,NA,5,"RHO4SFN3YBJQP","Five Stars","Laurie Harvey","True","Game","Reviewed in the United States on March 15, 2018",2018,"March","Thursday","2018/03","Q1",2018 Q1,"the United States"
"B002H09I0Y",2018-03-11,"Terrific movie with a mind bending ending!!!","",0,NA,5,"R14NMISK56EA90","An edge of your seat movie!","Joe H","True","Game","Reviewed in the United States on March 11, 2018",2018,"March","Sunday","2018/03","Q1",2018 Q1,"the United States"
